cian_id,price_rub,rooms_count,total_area,kitchen_area,floor_number,floors_total,is_newbuilding,photos_count,district,metro_name,metro_minutes,address_full,lat,lon,jk_name,decoration,building_material,luxury_description,luxury_photo,luxury_reason
319008757,125875000,3.0,126.0,10.9,2,6,True,3,Хамовники,Парк Культуры,10.0,"Москва, ЦАО, район Хамовники, Зубовская улица, 7",55.736934,37.583365,Roza Rossa,,monolith,50,35,
323750089,360000000,4.0,173.2,20.0,2,7,True,3,Хамовники,Фрунзенская,14.0,"Москва, ЦАО, район Хамовники, улица Ефремова, 19к4",55.721863,37.568875,Knightsbridge Private Park,,monolithBrick,50,40,
328570959,262650000,4.0,149.3,15.0,4,13,True,3,Дорогомилово,Парк Победы,9.0,"Москва, ЗАО, район Дорогомилово, улица Братьев Фонченко, 1к3",55.732311,37.516503,Victory Park Residences,,,50,54,
324260342,60430000,3.0,62.0,22.3,4,15,True,3,Даниловский,Тульская,8.0,"Москва, ЮАО, район Даниловский, улица Серпуховский Вал, 7",55.7106672713854,37.6160945299505,Дом 7 Даниловский,fine,monolith,50,53,
326454426,84161700,1.0,54.9,17.3,8,19,True,3,Замоскворечье,Новокузнецкая,12.0,"Москва, ЦАО, район Замоскворечье, Большая Татарская улица",55.7376710364783,37.6365631345144,Татарская 35,without,monolith,50,46,
322473299,90000000,3.0,175.0,20.0,5,5,True,3,Академический,Академическая,10.0,"Москва, ЮЗАО, район Академический, улица Дмитрия Ульянова, 31",55.684772,37.585404,Пирамида,,monolithBrick,50,42,
328662370,599900000,4.0,270.0,30.0,5,6,True,3,Якиманка,Полянка,6.0,"Москва, ЦАО, район Якиманка, улица Большая Полянка, 9С1",55.740289,37.617339,Cloud Nine,,monolithBrick,50,63,
328856947,37626390,2.0,65.7,,15,45,True,3,Обручевский,Калужская,8.0,"Москва, ЮЗАО, район Обручевский, Старокалужское шоссе",55.6592002809522,37.534802508565,СТОУН Грэйн,without,monolithBrick,50,40,
300779531,314000000,4.0,183.4,20.0,3,4,True,3,Якиманка,Боровицкая,13.0,"Москва, ЦАО, район Якиманка, Софийская набережная, 10",55.74558,37.616225,"Золотой, жилой квартал",,monolith,50,40,
326520879,79000000,3.0,111.0,35.0,16,24,True,3,Нагатинский затон,Технопарк,5.0,"Москва, ЮАО, район Нагатинский затон, проспект Андропова, 9/1к2",55.690628,37.667276,Dream Towers,,,50,54,
320471107,34886900,2.0,63.5,,2,28,True,3,Лефортово,Римская,13.0,"Москва, ЮВАО, район Лефортово, Стоун Райз ЖК",55.7497379041794,37.685442678572,СТОУН Райз,without,monolithBrick,50,60,
328978208,14877444,1.0,29.4,14.1,13,30,True,3,Рязанский,Окская,15.0,"Москва, ЮВАО, район Рязанский, Рязанский проспект",55.7187188539764,37.77331575508706,баланс,without,monolithBrick,50,62,
328041308,700000000,5.0,500.0,,5,5,True,3,Арбат,Арбатская,16.0,"Москва, ЦАО, район Арбат, Кривоарбатский переулок, 13",55.74785,37.590057,,,brick,50,47,
326316234,137000000,3.0,115.7,16.0,5,13,True,3,Дорогомилово,Парк Победы,9.0,"Москва, ЗАО, район Дорогомилово, улица Братьев Фонченко, 1к3",55.732311,37.516503,Victory Park Residences,,monolith,50,61,
328261269,367400000,3.0,167.0,20.0,7,12,True,3,Хамовники,Спортивная,11.0,"Москва, ЦАО, район Хамовники, Малая Пироговская улица, 8",55.72961,37.570474,Barrin House,,monolith,50,56,
328326630,115000000,3.0,125.0,15.0,10,16,True,3,Хамовники,Смоленская,10.0,"Москва, ЦАО, район Хамовники, Ружейный переулок, 3",55.742955,37.580517,Смоленская Застава,,monolithBrick,50,48,
329057057,366000000,5.0,366.0,21.0,7,13,True,3,Арбат,Смоленская,8.0,"Москва, ЦАО, район Арбат, улица Новый Арбат, 32",55.753316,37.58067,Звёзды Арбата,,monolithBrick,50,60,
328380104,165000000,6.0,240.8,17.4,4,8,True,3,Якиманка,Полянка,3.0,"Москва, ЦАО, район Якиманка, улица Большая Якиманка, 17/2С2",55.737649,37.615955,,,brick,50,62,
327733447,27634000,2.0,56.9,,4,29,True,3,Южное Тушино,Тушинская,5.0,"Москва, СЗАО, район Южное Тушино, Лодочная улица, 27К2",55.83880890259,37.4623296428519,ЮТУ,preFine,monolithBrick,50,59,
328134431,71170000,1.0,46.0,19.1,2,14,True,3,Пресненский,Белорусская,11.0,"Москва, ЦАО, район Пресненский, Тишинский Бульвар ЖК",55.7715334259609,37.5746050304097,Элитный квартал Тишинский бульвар,without,monolith,50,59,
329178951,113500000,4.0,122.4,,4,32,True,3,Даниловский,Павелецкая,13.0,"Москва, ЮАО, район Даниловский, Летниковская улица, 11к1",55.72542,37.64611,HIGH LIFE,,,50,54,
325482492,24641813,3.0,59.92,3.3,4,32,True,3,Нагатино-Садовники,Нагатинская,13.0,"Москва, ЮАО, район Нагатино-Садовники, Гранель Коломенское ЖК",55.6746959885405,37.6280761585162,Гранель Коломенское,preFine,monolith,50,65,
328482626,22853500,,29.5,7.8,2,27,True,3,Басманный,Бауманская,13.0,"Москва, ЦАО, район Басманный, улица Фридриха Энгельса, 56к1",55.77680902292895,37.692753611113446,Дом 56,without,monolith,50,64,
326989528,159000000,4.0,163.0,12.0,3,7,True,3,Красносельский,Тургеневская,2.0,"Москва, ЦАО, район Красносельский, Сретенский бульвар, 6/1С2",55.765924,37.634982,,,brick,50,51,
326426582,268000000,5.0,315.0,25.0,5,5,True,3,Басманный,Чистые пруды,8.0,"Москва, ЦАО, район Басманный, улица Жуковского, 5",55.763776,37.64542,,,monolith,50,64,
327867826,59900000,4.0,144.0,35.0,3,38,True,3,Раменки,Минская,15.0,"Москва, ЗАО, район Раменки, Мосфильмовская улица, 70к1",55.714663,37.504528,Воробьевы Горы,,monolith,50,36,
328395137,48000000,2.0,66.9,15.0,32,68,True,3,Пресненский,Москва-Сити,4.0,"Москва, ЦАО, район Пресненский, 1-й Красногвардейский проезд, 22с1",55.751138,37.533742,NEVA TOWERS,,,50,46,
328092109,220000000,3.0,158.0,15.0,3,3,True,3,Якиманка,Третьяковская,4.0,"Москва, ЦАО, район Якиманка, 3-й Кадашевский переулок, 7-9С1",55.741617,37.62325,Кадашевские палаты,,monolith,50,61,
328476329,57996900,1.0,39.0,,38,90,True,3,Пресненский,Деловой центр,4.0,"Москва, ЦАО, район Пресненский, 1-й Красногвардейский проезд, 13",55.7516098283246,37.5401708703906,Оне,preFine,monolith,50,61,
327742455,225000000,3.0,120.0,,13,14,True,3,Хамовники,Лужники,13.0,"Москва, ЦАО, район Хамовники, улица Усачева, 15",55.726836,37.570357,Садовые кварталы,,monolith,50,39,
309288293,48144150,3.0,74.7,15.3,2,13,True,3,Покровское-Стрешнево,Спартак,12.0,"Москва, СЗАО, район Покровское-Стрешнево, Клубный Город на Реке Примавера ЖК",55.812526681898,37.427129386673,Клубный город на реке Примавера,without,monolith,50,60,
329329283,46500000,2.0,65.6,20.0,9,33,True,3,Хорошево-Мневники,Шелепиха,9.0,"Москва, СЗАО, район Хорошево-Мневники, Левел Причальный ЖК, 10к1",55.75975,37.516701,Левел Причальный,,monolith,50,37,
327574872,57040000,1.0,44.5,20.1,22,82,True,3,Пресненский,Москва-Сити,,"Москва, ЦАО, р-н Пресненский, м. Москва-Сити, Камушки мкр, Аурус Резиденции ЖК",55.7531593314059,37.5343257053471,АУРУС Резиденции,,monolith,50,65,
323846959,250000000,2.0,125.4,11.0,8,8,True,3,Тверской,Охотный ряд,8.0,"Москва, ЦАО, район Тверской, переулок Брюсов, 19",55.759973,37.608077,Брюсов 19,,monolith,50,37,
322430288,131721840,2.0,90.4,,3,17,True,3,Дорогомилово,Киевская,17.0,"Москва, ЗАО, район Дорогомилово, Кутузовский проспект, вл12",55.7499046044329,37.5576113227512,Веспер Кутузовский,without,monolithBrick,50,62,
312875525,121880000,2.0,110.8,,9,13,True,3,Арбат,Смоленская,8.0,"Москва, ЦАО, район Арбат, улица Новый Арбат, 32",55.75322600050447,37.58076983928659,Звёзды Арбата,unknown,monolithBrick,50,62,
325373140,190000000,4.0,170.0,,3,5,True,3,Пресненский,Белорусская,14.0,"Москва, ЦАО, район Пресненский, Большой Тишинский переулок, 30",55.769292,37.573115,Fantastic House,,monolith,50,43,
318076814,165000000,4.0,210.6,20.0,2,9,True,3,Арбат,Александровский сад,14.0,"Москва, ЦАО, район Арбат, Поварская улица, 28С2",55.75513,37.593219,,,monolith,50,60,
327570619,115000000,3.0,79.5,20.9,27,32,True,3,Дорогомилово,Парк Победы,17.0,"Москва, ЗАО, район Дорогомилово, Поклонная улица, 9",55.734334,37.525324,Поклонная 9,,,50,35,
326398887,41620517,3.0,78.3,,16,35,True,3,Можайский,Давыдково,13.0,"Москва, ЗАО, район Можайский, Родина Парк ЖК, к5",55.7122999627596,37.4413998631187,Родина Парк,without,monolithBrick,50,60,
328497497,84298091,3.0,92.2,,20,36,True,3,Беговой,Белорусская,4.0,"Москва, САО, район Беговой, Ленинградский проспект, вл8",55.7801709776177,37.581858390211,Слава,without,monolith,50,53,
328364019,350000000,5.0,350.0,,7,11,True,3,Раменки,Мичуринский проспект,17.0,"Москва, ЗАО, район Раменки, улица Сергея Бондарчука, 6",55.69247,37.483903,,,monolith,50,61,
321265721,134000000,3.0,127.9,10.0,24,34,True,3,Дорогомилово,Парк Победы,17.0,"Москва, ЗАО, район Дорогомилово, Поклонная улица, 9",55.734334,37.525324,Поклонная 9,,,50,42,
326599816,46000000,2.0,62.0,10.0,4,8,True,3,Тверской,Маяковская,2.0,"Москва, ЦАО, район Тверской, Благовещенский переулок, 5",55.767914,37.598546,,,stalin,50,39,
329241275,29985487,2.0,54.43,19.1,2,12,True,3,Кунцево,Кунцевская,13.0,"Москва, ЗАО, район Кунцево, 48-й кв-л, Среда на Кутузовском ЖК, к4.2",55.7286584142482,37.432978656127,Среда на Кутузовском,without,monolith,50,60,
329218223,720000000,6.0,416.2,,2,7,True,3,Пресненский,Арбатская,14.0,"Москва, ЦАО, район Пресненский, Малая Никитская улица, 15",55.758225,37.592608,"Малая Никитская, 15",,monolith,50,49,
327891794,26990000,1.0,38.0,16.3,2,21,True,3,Марфино,Бутырская,12.0,"Москва, СВАО, район Марфино, улица Академика Королева, 21",55.8205830303055,37.6022541586287,Дом Достижение,without,monolith,50,64,
328541236,210000000,3.0,156.2,16.0,2,6,True,3,Якиманка,Полянка,6.0,"Москва, ЦАО, район Якиманка, улица Большая Полянка, 11/14С1",55.74,37.617689,Cloud Nine,,monolith,50,61,
320969979,600000000,5.0,337.8,20.0,5,6,True,3,Замоскворечье,Новокузнецкая,9.0,"Москва, ЦАО, район Замоскворечье, Садовническая набережная, 7",55.746547,37.628038,BALCHUG VIEWPOINT,,monolith,50,51,
326767508,115000000,3.0,112.0,12.0,10,37,True,3,Хорошевский,Аэропорт,12.0,"Москва, САО, район Хорошевский, Ленинградский проспект, 37/6",55.794173,37.542213,Прайм Парк,,monolith,50,64,
286346554,19028000,3.0,56.8,8.2,2,29,True,3,Черемушки,Новые Черёмушки,13.0,"Москва, ЮЗАО, район Черемушки, улица Наметкина, вл10",55.6623750503198,37.5526304418009,НАМЕТКИН ТАУЭР,unknown,monolith,50,63,
328920184,41570000,3.0,66.0,,5,12,True,3,Замоскворечье,Павелецкая,11.0,"Москва, ЦАО, район Замоскворечье, Большая Пионерская улица, 28",55.726507,37.633787,,,panel,50,57,
328753476,238943151,2.0,83.99,,2,17,True,3,Якиманка,Третьяковская,4.0,"Москва, ЦАО, район Якиманка, Пыжевский переулок",55.73905262544081,37.62239087367813,Пыжёвский,fine,monolith,50,65,
328257135,53000000,4.0,98.0,10.0,49,54,True,3,Очаково-Матвеевское,Мичуринский проспект,10.0,"Москва, ЗАО, район Очаково-Матвеевское, Озерная улица, 1к1/1",55.687675,37.473213,Левел Мичуринский,,monolith,50,65,
326002552,89900000,3.0,105.0,7.0,7,24,True,3,Фили-Давыдково,Кунцевская,9.0,"Москва, ЗАО, район Фили-Давыдково, Кастанаевская улица, 66",55.732225,37.456468,Shome,,monolith,50,58,
326367397,400000000,4.0,289.0,50.0,3,7,True,3,Хамовники,Кропоткинская,8.0,"Москва, ЦАО, район Хамовники, Пожарский переулок, 5А",55.74038,37.603765,,,monolithBrick,50,60,
325691156,28181394,1.0,43.0,15.6,2,20,True,3,Филевский парк,Фили,24.0,"Москва, ЗАО, район Филевский парк, Береговой проезд, 2",55.7597681819349,37.5078063512008,Береговой-2,without,monolithBrick,50,61,
324141153,379843200,3.0,145.2,,2,8,True,3,Арбат,Арбатская,3.0,"Москва, ЦАО, район Арбат, Никитский бульвар, 6/20",55.753550888084,37.6016019060651,Никитский-6,fine,monolith,50,62,
328373278,450000000,5.0,340.0,,7,8,True,3,Арбат,Арбатская,7.0,"Москва, ЦАО, район Арбат, Большой Афанасьевский переулок, 28",55.749603,37.597872,,,monolith,50,52,
323804160,90000000,3.0,86.0,13.0,4,9,True,3,Хорошево-Мневники,Терехово ,5.0,"Москва, СЗАО, район Хорошево-Мневники, улица Нижние Мневники, 10",55.744931,37.455193,Остров,,monolith,50,58,
328429338,93440000,2.0,58.4,,2,7,True,3,Пресненский,Белорусская,8.0,"Москва, ЦАО, район Пресненский, Электрический переулок, 10",55.772244,37.576915,Edison House,,monolith,50,49,
326229921,19451580,,29.6,5.1,8,24,True,3,Аэропорт,Сокол,13.0,"Москва, САО, район Аэропорт, Часовая улица, 28к4",55.81118391825195,37.52345590478407,СОУЛ,preFine,monolith,50,61,
327881754,250000000,3.0,103.0,35.0,10,13,True,3,Хамовники,Фрунзенская,11.0,"Москва, ЦАО, район Хамовники, улица Усачева, 15А",55.7256,37.570276,Садовые кварталы,,monolithBrick,50,44,
326011468,172840000,3.0,122.4,32.9,2,18,True,3,Хамовники,Воробьёвы горы,12.0,"Москва, ЦАО, район Хамовники, Коллекция Лужники ЖК",55.71333692108894,37.570690939236,КОЛЛЕКЦИЯ ЛУЖНИКИ,without,monolith,50,62,
324948386,75548320,3.0,84.8,,3,18,True,3,Донской,Ленинский проспект,7.0,"Москва, ЮАО, район Донской, Шифт ЖК",55.7107200088325,37.5918533961542,SHIFT,without,monolith,50,59,
324836779,650000000,5.0,380.0,41.0,7,7,True,3,Якиманка,Октябрьская,8.0,"Москва, ЦАО, район Якиманка, улица Большая Полянка, 44",55.73255,37.619522,Полянка/44,,monolith,50,49,
323678794,50394253,3.0,75.1,,8,13,True,3,Южнопортовый,Волгоградский проспект,7.0,"Москва, ЮВАО, район Южнопортовый, Сосинская улица, 8",55.72668,37.678505,Champine,fine,monolith,50,35,
327564269,48870000,2.0,54.3,10.0,3,6,True,3,Пресненский,Тверская,9.0,"Москва, ЦАО, район Пресненский, Большой Козихинский переулок, 17С1",55.763913,37.595465,,,brick,50,38,
328659510,205000000,4.0,177.0,25.0,27,34,True,3,Дорогомилово,Парк Победы,17.0,"Москва, ЗАО, район Дорогомилово, Поклонная улица, 9",55.734334,37.525324,Поклонная 9,,monolithBrick,50,56,
324359352,395000000,6.0,500.0,40.0,12,12,True,3,Войковский,Водный стадион,14.0,"Москва, САО, район Войковский, Ленинградское шоссе, 37к1",55.832095,37.483957,Город Яхт,,monolith,50,36,
322196127,18791120,1.0,33.7,,2,45,True,3,Можайский,Давыдково,18.0,"Москва, ЗАО, район Можайский, Верейская улица, 29",55.7107699998502,37.436640575739,СЕТ,without,monolith,50,50,
327448988,59900000,2.0,53.0,10.0,12,26,True,3,Арбат,Арбатская,9.0,"Москва, ЦАО, район Арбат, улица Новый Арбат, 15",55.752141,37.59242,The Book,,monolith,50,60,
327385213,665285000,6.0,283.1,20.0,22,22,True,3,Пресненский,Улица 1905 года,15.0,"Москва, ЦАО, район Пресненский, Лайф Тайм ЖК",55.762686601198,37.5509033598003,Квартал Life Time,without,monolith,50,50,
328728881,76500000,3.0,96.0,31.2,19,23,True,3,Хорошево-Мневники,Терехово ,5.0,"Москва, СЗАО, район Хорошево-Мневники, улица Нижние Мневники, 16к1",55.748848,37.455184,Остров,,monolithBrick,50,56,
327845180,110000000,2.0,155.6,37.4,33,85,True,3,Пресненский,Москва-Сити,2.0,"Москва, ЦАО, район Пресненский, 1-й Красногвардейский проезд, 21с2",55.74938,37.534092,МФК ОКО,,monolith,50,51,
328406754,70000000,2.0,60.4,10.0,2,7,True,3,Замоскворечье,Новокузнецкая,8.0,"Москва, ЦАО, район Замоскворечье, Садовническая улица, 29",55.746203,37.636437,BALCHUG RESIDENCE,,monolith,50,61,
324671964,26934375,2.0,50.7,,3,59,True,3,Можайский,Давыдково,21.0,"Москва, ЗАО, район Можайский, Веер ЖК",55.7089044052821,37.4387176540999,Веер,without,monolith,50,51,
328659508,340400000,4.0,148.0,15.0,4,8,True,3,Красносельский,Тургеневская,7.0,"Москва, ЦАО, район Красносельский, Костянский переулок, 13",55.769367,37.635593,Клубный дом TURGENEV,,monolith,50,45,
322430536,185455200,3.0,132.8,,5,7,True,3,Дорогомилово,Киевская,17.0,"Москва, ЗАО, район Дорогомилово, Кутузовский проспект, вл12",55.7499046044329,37.5576113227512,Веспер Кутузовский,without,monolithBrick,50,64,
320394804,53218459,3.0,84.09,,3,46,True,3,Хорошево-Мневники,Хорошёво,8.0,"Москва, СЗАО, район Хорошево-Мневники, Джойс ЖК",55.7736974395223,37.5074876741635,Джойс,without,monolith,50,65,
328519271,93000000,2.0,107.6,,50,75,True,3,Пресненский,Деловой центр,3.0,"Москва, ЦАО, район Пресненский, 1-й Красногвардейский проезд, 15",55.75052,37.539401,Меркурий Тауэр,,,50,37,
327492364,58000000,1.0,85.0,6.0,50,85,True,3,Пресненский,Москва-Сити,2.0,"Москва, ЦАО, район Пресненский, 1-й Красногвардейский проезд, 21с2",55.74938,37.534092,МФК ОКО,,monolith,50,38,
328655211,73000000,2.0,51.0,8.0,5,6,True,3,Замоскворечье,Новокузнецкая,10.0,"Москва, ЦАО, район Замоскворечье, Космодамианская набережная, 4/22",55.745585,37.638305,Клубный дом Космо 4/22,,monolithBrick,50,63,
326872921,188000000,4.0,191.8,15.0,5,16,True,3,Арбат,Смоленская,7.0,"Москва, ЦАО, район Арбат, улица Новый Арбат, 27",55.751974,37.578855,Новый Арбат,,monolithBrick,50,48,
328525420,113071680,3.0,113.8,33.4,4,11,True,3,Пресненский,Улица 1905 года,17.0,"Москва, ЦАО, район Пресненский, Начало ЖК",55.7596317678922,37.5489858723481,Начало,without,monolith,50,50,
327534785,15243795,,21.0,,2,17,True,3,Покровское-Стрешнево,Тушинская,4.0,"Москва, СЗАО, район Покровское-Стрешнево, Вишневая улица, 7С128",55.8297822897964,37.4367560976124,СИТИДЗЕН,without,monolith,50,37,
327124783,24600000,1.0,38.6,15.0,7,13,True,3,Хорошево-Мневники,Терехово ,17.0,"Москва, СЗАО, район Хорошево-Мневники, улица Нижние Мневники, 7",55.750618,37.448831,Остров,,monolith,50,57,
327732509,117000000,5.0,135.0,38.0,16,22,True,3,Якиманка,Октябрьская,12.0,"Москва, ЦАО, район Якиманка, Мытная улица, 40к1",55.722948,37.616225,Sky House,,monolith,50,46,
328018678,225000000,4.0,149.8,18.0,3,13,True,3,Дорогомилово,Парк Победы,9.0,"Москва, ЗАО, район Дорогомилово, улица Братьев Фонченко, 1к4",55.732529,37.517302,Victory Park Residences,,monolith,50,59,
328307733,24388865,1.0,43.9,7.4,2,24,True,3,Савеловский,Петровский Парк,15.0,"Москва, САО, район Савеловский, Старый Петровско-Разумовский проезд, 1",55.800022636626416,37.56500849206075,Петровский парк II,without,monolithBrick,50,41,
328466198,360000000,5.0,221.0,30.0,8,10,True,3,Замоскворечье,Новокузнецкая,5.0,"Москва, ЦАО, район Замоскворечье, Большая Татарская улица, 7к4",55.741277,37.635009,Четыре солнца,,monolith,50,53,
326321186,150000000,3.0,90.0,,16,17,True,3,Беговой,Белорусская,4.0,"Москва, САО, район Беговой, Северный ао, Слава ЖК, к3",55.780092,37.580445,Слава,,monolith,50,59,
327323971,47079000,2.0,71.8,9.8,2,27,True,3,Басманный,Бауманская,13.0,"Москва, ЦАО, район Басманный, улица Фридриха Энгельса, 56к1",55.77680902292895,37.692753611113446,Дом 56,without,monolith,50,56,
328562459,141000000,4.0,132.0,9.0,39,41,True,3,Хорошевский,ЦСКА,13.0,"Москва, САО, район Хорошевский, Ленинградский проспект, 37/3",55.79307,37.541853,Прайм Парк,,monolith,50,39,
327998188,280000000,3.0,103.1,,4,14,True,3,Хамовники,Киевская,12.0,"Москва, ЦАО, район Хамовники, переулок 1-й Тружеников, 12А",55.73776,37.5728,,,,50,59,
321905690,232440000,1.0,96.85,,2,7,True,3,Арбат,Арбатская,4.0,"Москва, ЦАО, район Арбат, Староваганьковский переулок, 17С4",55.7510938461089,37.6058711693097,Кло 17,without,monolithBrick,50,56,
327029871,85900000,3.0,90.0,15.0,6,6,True,3,Беговой,Белорусская,8.0,"Москва, САО, район Беговой, Верхняя улица, 20к1",55.77919,37.574309,Суббота,,brick,50,35,
322431524,138000000,3.0,160.5,26.1,5,13,True,3,Тверской,Маяковская,6.0,"Москва, ЦАО, район Тверской, 4-я Тверская-Ямская улица, 22",55.774092,37.594683,,,,50,57,
328148925,78990000,4.0,103.0,20.0,3,5,True,3,Таганский,Таганская,8.0,"Москва, ЦАО, район Таганский, Пестовский переулок, 5",55.745676,37.659317,,,brick,50,46,
328030048,35000000,3.0,75.0,10.0,10,17,True,3,Раменки,Раменки,8.0,"Москва, ЗАО, район Раменки, Мичуринский проспект, 9К4",55.700684,37.508301,,,panel,50,53,
318719181,340000000,3.0,129.0,15.0,5,6,True,3,Хамовники,Кропоткинская,8.0,"Москва, ЦАО, район Хамовники, Пожарский переулок, 3",55.740254,37.60434,Villa Grace,,monolith,50,42,
321059411,31243306,2.0,47.3,6.8,14,22,True,3,Марьина роща,Марьина Роща,19.0,"Москва, СВАО, район Марьина роща, Полковая улица, 1к1",55.798561,37.598142,ПРАЙД,without,monolith,50,51,
325686018,55585920,2.0,66.3,21.0,16,19,True,3,Красносельский,Красные ворота,7.0,"Москва, ЦАО, район Красносельский, проспект Академика Сахарова, 7",55.771145,37.643767,RED7,unknown,monolith,50,57,
325882381,74900000,3.0,99.0,35.0,20,20,True,3,Даниловский,Технопарк,11.0,"Москва, ЮАО, район Даниловский, проспект Лихачева, 12к1",55.689832,37.655796,Квартал на набережной NOW,,monolithBrick,50,46,
323753029,299750000,4.0,174.0,,4,11,True,3,Тверской,Новослободская,8.0,"Москва, ЦАО, район Тверской, улица Фадеева, 4А",55.774867,37.601609,Итальянский Квартал,,monolith,50,51,
329056894,99900000,4.0,125.1,36.0,8,48,True,3,Даниловский,Павелецкая,13.0,"Москва, ЮАО, район Даниловский, Летниковская улица, 11к1",55.72542,37.64611,HIGH LIFE,,monolith,50,48,
328942259,80000000,2.0,65.2,10.0,4,21,True,3,Пресненский,Улица 1905 года,7.0,"Москва, ЦАО, район Пресненский, улица Костикова, 4к1",55.761269,37.557322,Лаки,,monolith,50,40,
326530138,89900000,3.0,104.6,,7,23,True,3,Фили-Давыдково,Кунцевская,9.0,"Москва, ЗАО, район Фили-Давыдково, Кастанаевская улица, 66",55.732225,37.456468,Shome,,brick,50,44,
326594961,14324645,,29.29,5.9,12,28,True,3,Южнопортовый,Дубровка,4.0,"Москва, ЮВАО, район Южнопортовый, Юго-Восточный ао",55.7203451385838,37.6771216478123,Дубровка от Гранель,without,monolith,50,65,
326950389,400000000,3.0,198.9,,2,8,True,3,Пресненский,Пушкинская,6.0,"Москва, ЦАО, район Пресненский, Богословский переулок, 12А",55.763493,37.599319,Сытинский,,monolith,50,54,
316982256,19142692,,29.4,,21,24,True,3,Левобережный,Речной вокзал,12.0,"Москва, САО, район Левобережный, Мангазея на Речном ЖК",55.8557597213529,37.4642310239904,Мангазея на Речном,without,monolithBrick,50,41,
327341002,95000000,2.0,108.4,51.0,51,52,True,3,Раменки,Матвеевская,22.0,"Москва, ЗАО, район Раменки, проспект Генерала Дорохова, 49",55.708795,37.493272,Will Towers,,monolithBrick,50,54,
327712791,92000000,2.0,102.4,42.0,49,52,True,3,Раменки,Ломоносовский проспект,6.0,"Москва, ЗАО, район Раменки, проспект Генерала Дорохова, 49",55.708051,37.492337,Will Towers,,monolithBrick,50,54,
317725206,340000000,3.0,129.0,,5,6,True,3,Хамовники,Кропоткинская,8.0,"Москва, ЦАО, район Хамовники, Пожарский переулок, 3",55.740254,37.60434,Villa Grace,,,50,62,
325137640,400000000,4.0,215.5,20.0,4,5,True,3,Пресненский,Тверская,10.0,"Москва, ЦАО, район Пресненский, Газетный переулок, 13с2",55.758818,37.60885,Дом в Газетном,,,50,56,
326669057,70000000,4.0,96.1,15.0,7,12,True,3,Раменки,Минская,5.0,"Москва, ЗАО, район Раменки, проспект Генерала Дорохова, 39к2Л",55.714866,37.496632,Собрание клубных домов West Garden,,monolith,50,43,
327530106,22645200,2.0,50.1,11.4,27,28,True,3,Отрадное,Отрадное,9.0,"Москва, СВАО, район Отрадное, Отрадная улица, 4А",55.85772873843471,37.60676189814754,Малевич,without,monolith,50,52,
324831980,34540302,2.0,56.24,,3,24,True,3,Алексеевский,ВДНХ,13.0,"Москва, СВАО, район Алексеевский, Мира ЖК",55.8283433745239,37.6524217658836,МИРА,without,monolith,50,38,
327067158,350000000,5.0,245.9,18.0,3,5,True,3,Хамовники,Кропоткинская,10.0,"Москва, ЦАО, район Хамовники, улица Пречистенка, 27",55.740421,37.591386,,,,50,57,
325557321,18920000,2.0,44.4,7.4,11,33,True,3,Текстильщики,Текстильщики,20.0,"Москва, ЮВАО, район Текстильщики, Юго-Восточный ао",55.7204012036931,37.7274643029013,ВОЙС,without,monolith,50,46,
326546632,16566860,,25.9,,31,59,True,3,Покровское-Стрешнево,Трикотажная,8.0,"Москва, СЗАО, район Покровское-Стрешнево, проезд Проектируемый № 4089",55.8293658284096,37.4079110572431,Сити Бэй,without,monolith,50,40,
327706048,260000000,5.0,206.0,,5,9,True,3,Хамовники,Киевская,7.0,"Москва, ЦАО, район Хамовники, 7-й Ростовский переулок, 15",55.741115,37.573151,,,monolithBrick,50,48,
328309502,247300500,3.0,174.7,6.3,2,6,True,3,Замоскворечье,Новокузнецкая,10.0,"Москва, ЦАО, район Замоскворечье, Космодамианская набережная, 4/22",55.7456006623553,37.6381874490723,Клубный дом Космо 4/22,without,monolith,50,46,
326887035,108000000,3.0,111.0,15.0,3,7,True,3,Арбат,Смоленская,3.0,"Москва, ЦАО, район Арбат, 1-й Смоленский переулок, 21",55.74905,37.579241,Smolensky De Luxe,,monolith,50,65,
326437094,159000000,5.0,178.0,16.0,3,7,True,3,Басманный,Чистые пруды,8.0,"Москва, ЦАО, район Басманный, Чистопрудный бульвар, 14С3",55.759897,37.644477,,,brick,50,42,
326357609,445000000,6.0,265.0,,13,13,True,3,Дорогомилово,Парк Победы,8.0,"Москва, ЗАО, район Дорогомилово, улица Братьев Фонченко, 1к2",55.732139,37.515757,Victory Park Residences,,monolith,50,61,
328369885,350000000,4.0,259.6,,6,8,True,3,Хамовники,Киевская,7.0,"Москва, ЦАО, район Хамовники, 7-й Ростовский переулок, 11",55.740613,37.572899,Дом в Ростовском переулке,,,50,65,
325691019,32999340,2.0,51.8,21.6,2,20,True,3,Филевский парк,Фили,24.0,"Москва, ЗАО, район Филевский парк, Береговой проезд, 2",55.7597681819349,37.5078063512008,Береговой-2,without,monolithBrick,50,37,
323774544,123580000,2.0,66.8,,8,13,True,3,Дорогомилово,Парк Победы,9.0,"Москва, ЗАО, район Дорогомилово, улица Братьев Фонченко, 1к3",55.73232718832626,37.51653536441752,Victory Park Residences,fine,monolithBrick,50,58,
